"module name","license","repository"
"micromark-extension-gfm-footnote@2.1.0","MIT","https://github.com/micromark/micromark-extension-gfm-footnote"
"micromark-extension-gfm-strikethrough@2.1.0","MIT","https://github.com/micromark/micromark-extension-gfm-strikethrough"
"micromark-extension-gfm-table@2.1.1","MIT","https://github.com/micromark/micromark-extension-gfm-table"
"micromark-extension-gfm-tagfilter@2.0.0","MIT","https://github.com/micromark/micromark-extension-gfm-tagfilter"
"micromark-extension-gfm-task-list-item@2.1.0","MIT","https://github.com/micromark/micromark-extension-gfm-task-list-item"
"micromark-extension-gfm@3.0.0","MIT","https://github.com/micromark/micromark-extension-gfm"
"micromark-factory-destination@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-factory-destination"
"micromark-factory-label@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-factory-label"
"micromark-factory-space@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-factory-space"
"micromark-factory-title@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-factory-title"
"micromark-factory-whitespace@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-factory-whitespace"
"micromark-util-character@2.1.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-character"
"micromark-util-chunked@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-chunked"
"micromark-util-classify-character@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-classify-character"
"micromark-util-combine-extensions@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-combine-extensions"
"micromark-util-decode-numeric-character-reference@2.0.2","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-decode-numeric-character-reference"
"micromark-util-decode-string@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-decode-string"
"micromark-util-encode@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-encode"
"micromark-util-html-tag-name@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-html-tag-name"
"micromark-util-normalize-identifier@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-normalize-identifier"
"micromark-util-resolve-all@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-resolve-all"
"micromark-util-sanitize-uri@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-sanitize-uri"
"micromark-util-subtokenize@2.1.0","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-subtokenize"
"micromark-util-symbol@2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-symbol"
"micromark-util-types@2.0.2","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-types"
"micromark@4.0.2","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark"
"mime-db@1.54.0","MIT","https://github.com/jshttp/mime-db"
"mimic-response@3.1.0","MIT","https://github.com/sindresorhus/mimic-response"
"minimist@1.2.8","MIT","https://github.com/minimistjs/minimist"
"mkdirp-classic@0.5.3","MIT","https://github.com/mafintosh/mkdirp-classic"
"monaco-editor-webpack-plugin@7.1.1","MIT","https://github.com/microsoft/monaco-editor"
"monaco-editor@0.54.0","MIT","https://github.com/microsoft/monaco-editor"
"monaco-languageserver-types@0.4.0","MIT","https://github.com/remcohaszing/monaco-languageserver-types"
"monaco-marker-data-provider@1.2.5","MIT","https://github.com/remcohaszing/monaco-marker-data-provider"
"monaco-types@0.1.0","MIT","https://github.com/remcohaszing/monaco-types"
"monaco-worker-manager@2.0.1","MIT","https://github.com/remcohaszing/monaco-worker-manager"
"monaco-yaml@5.5.0","MIT","https://github.com/remcohaszing/monaco-yaml"
"moo@0.5.3","BSD-3-Clause","https://github.com/tjvr/moo"
"motion-dom@12.40.0","MIT","https://github.com/motiondivision/motion"
"motion-utils@12.39.0","MIT","https://github.com/motiondivision/motion"
"motion@12.40.0","MIT","https://github.com/motiondivision/motion"
"ms@2.1.3","MIT","https://github.com/vercel/ms"
"napi-build-utils@2.0.0","MIT","https://github.com/inspiredware/napi-build-utils"
"nearley@2.20.1","MIT","https://github.com/hardmath123/nearley"
"neo-async@2.6.2","MIT","https://github.com/suguru03/neo-async"
"node-abi@3.85.0","MIT","https://github.com/electron/node-abi"
"node-domexception@1.0.0","MIT","https://github.com/jimmywarting/node-domexception"
"node-emoji@2.2.0","MIT","https://github.com/omnidan/node-emoji"
"node-fetch@3.3.2","MIT","https://github.com/node-fetch/node-fetch"
"node-releases@2.0.37","MIT","https://github.com/chicoxyzzy/node-releases"
"nuqs@2.7.3","MIT","https://github.com/47ng/nuqs"
"object-assign@4.1.1","MIT","https://github.com/sindresorhus/object-assign"
"once@1.4.0","ISC","https://github.com/isaacs/once"
"oniguruma-parser@0.12.2","MIT","https://github.com/slevithan/oniguruma-parser"
"oniguruma-to-es@4.3.6","MIT","https://github.com/slevithan/oniguruma-to-es"
"parse-entities@4.0.2","MIT","https://github.com/wooorm/parse-entities"
"parse-ms@2.1.0","MIT","https://github.com/sindresorhus/parse-ms"
"path-browserify@1.0.1","MIT","https://github.com/browserify/path-browserify"
"picocolors@1.1.1","ISC","https://github.com/alexeyraspopov/picocolors"
"prebuild-install@7.1.3","MIT","https://github.com/prebuild/prebuild-install"
"prettier@3.6.2","MIT","https://github.com/prettier/prettier"
"pretty-bytes@5.6.0","MIT","https://github.com/sindresorhus/pretty-bytes"
"pretty-ms@7.0.1","MIT","https://github.com/sindresorhus/pretty-ms"
"prismjs@1.30.0","MIT","https://github.com/PrismJS/prism"
"prop-types@15.8.1","MIT","https://github.com/facebook/prop-types"
"property-information@7.1.0","MIT","https://github.com/wooorm/property-information"
"pump@3.0.3","MIT","https://github.com/mafintosh/pump"
"raf-schd@4.0.3","MIT","https://github.com/alexreardon/raf-schd"
"railroad-diagrams@1.0.0","CC0-1.0","https://github.com/tabatkins/railroad-diagrams"
"randexp@0.4.6","MIT","https://github.com/fent/randexp.js"
"rc@1.2.8","(BSD-2-Clause OR MIT OR Apache-2.0)","https://github.com/dominictarr/rc"
"react-data-grid@7.0.0-beta.47","MIT","https://github.com/adazzle/react-data-grid"
"react-day-picker@9.14.0","MIT","https://github.com/gpbl/react-day-picker"
"react-dom@19.2.7","MIT","https://github.com/facebook/react"
"react-dropzone@15.0.0","MIT","https://github.com/react-dropzone/react-dropzone"
"react-hook-form@7.78.0","MIT","https://github.com/react-hook-form/react-hook-form"
"react-is@16.13.1","MIT","https://github.com/facebook/react"
"react-is@19.2.0","MIT","https://github.com/facebook/react"
"react-markdown@10.1.0","MIT","https://github.com/remarkjs/react-markdown"
"react-redux@9.3.0","MIT","https://github.com/reduxjs/react-redux"
"react-remove-scroll-bar@2.3.8","MIT","https://github.com/theKashey/react-remove-scroll-bar"
"react-remove-scroll@2.7.1","MIT","https://github.com/theKashey/react-remove-scroll"
"react-resizable-panels@4.11.2","MIT","https://github.com/bvaughn/react-resizable-panels"
"react-style-singleton@2.2.3","MIT","https://github.com/theKashey/react-style-singleton"
"react-syntax-highlighter@16.1.1","MIT","https://github.com/react-syntax-highlighter/react-syntax-highlighter"
"react@19.2.7","MIT","https://github.com/facebook/react"
"readable-stream@3.6.2","MIT","https://github.com/nodejs/readable-stream"
"recharts@3.9.0","MIT","https://github.com/recharts/recharts"
"redux-thunk@3.1.0","MIT","https://github.com/reduxjs/redux-thunk"
"redux@5.0.1","MIT","https://github.com/reduxjs/redux"
"refractor@5.0.0","MIT","https://github.com/wooorm/refractor"
"regex-recursion@6.0.2","MIT","https://github.com/slevithan/regex-recursion"
"regex-utilities@2.3.0","MIT","https://github.com/slevithan/regex-utilities"
"regex@6.1.0","MIT","https://github.com/slevithan/regex"
"remark-emoji@5.0.2","MIT","https://github.com/rhysd/remark-emoji"
"remark-gfm@4.0.1","MIT","https://github.com/remarkjs/remark-gfm"
"remark-parse@11.0.0","MIT","https://github.com/remarkjs/remark/tree/main/packages/remark-parse"
"remark-rehype@11.1.2","MIT","https://github.com/remarkjs/remark-rehype"
"remark-stringify@11.0.0","MIT","https://github.com/remarkjs/remark/tree/main/packages/remark-stringify"
"require-from-string@2.0.2","MIT","https://github.com/floatdrop/require-from-string"
"reselect@5.2.0","MIT","https://github.com/reduxjs/reselect"
"ret@0.1.15","MIT","https://github.com/fent/ret.js"
"safe-buffer@5.2.1","MIT","https://github.com/feross/safe-buffer"
"scheduler@0.27.0","MIT","https://github.com/facebook/react"
"schema-utils@4.3.3","MIT","https://github.com/webpack/schema-utils"
"semver@7.7.3","ISC","https://github.com/npm/node-semver"
"seroval-plugins@1.6.4","MIT","https://github.com/lxsmnsyc/seroval"
"seroval@1.6.4","MIT","https://github.com/lxsmnsyc/seroval"
"shiki@3.23.0","MIT","https://github.com/shikijs/shiki"
"simple-concat@1.0.1","MIT","https://github.com/feross/simple-concat"
"simple-get@4.0.1","MIT","https://github.com/feross/simple-get"
"skin-tone@2.0.0","MIT","https://github.com/sindresorhus/skin-tone"
"sonner@2.0.7","MIT","https://github.com/emilkowalski/sonner"
"source-map-support@0.5.21","MIT","https://github.com/evanw/node-source-map-support"
"source-map@0.5.6","BSD-3-Clause","https://github.com/mozilla/source-map"
"source-map@0.6.1","BSD-3-Clause","https://github.com/mozilla/source-map"
"space-separated-tokens@2.0.2","MIT","https://github.com/wooorm/space-separated-tokens"
"sql-formatter@15.8.1","MIT","https://github.com/sql-formatter-org/sql-formatter"
"stack-generator@2.0.10","MIT","https://github.com/stacktracejs/stack-generator"
"stackframe@1.3.4","MIT","https://github.com/stacktracejs/stackframe"
"stacktrace-gps@3.1.2","MIT","https://github.com/stacktracejs/stacktrace-gps"
"stacktrace-js@2.0.2","MIT","https://github.com/stacktracejs/stacktrace.js"
"state-local@1.0.7","MIT","https://github.com/suren-atoyan/state-local"
"string_decoder@1.3.0","MIT","https://github.com/nodejs/string_decoder"
"stringify-entities@4.0.4","MIT","https://github.com/wooorm/stringify-entities"
"strip-json-comments@2.0.1","MIT","https://github.com/sindresorhus/strip-json-comments"
"style-mod@4.1.3","MIT","https://github.com/marijnh/style-mod"
"style-to-js@1.1.19","MIT","https://github.com/remarkablemark/style-to-js"
"style-to-object@1.0.12","MIT","https://github.com/remarkablemark/style-to-object"
"supports-color@8.1.1","MIT","https://github.com/chalk/supports-color"
"tailwind-merge@3.6.0","MIT","https://github.com/dcastil/tailwind-merge"
"tailwindcss@4.2.4","MIT","https://github.com/tailwindlabs/tailwindcss"
"tapable@2.3.2","MIT","https://github.com/webpack/tapable"
"tar-fs@2.1.4","MIT","https://github.com/mafintosh/tar-fs"
"tar-stream@2.2.0","MIT","https://github.com/mafintosh/tar-stream"
"terser-webpack-plugin@5.4.0","MIT","https://github.com/webpack/terser-webpack-plugin"
"terser@5.44.1","BSD-2-Clause","https://github.com/terser/terser"
"tiny-invariant@1.3.3","MIT","https://github.com/alexreardon/tiny-invariant"
"trim-lines@3.0.1","MIT","https://github.com/wooorm/trim-lines"
"trough@2.2.0","MIT","https://github.com/wooorm/trough"
"tslib@2.8.1","0BSD","https://github.com/Microsoft/tslib"
"tunnel-agent@0.6.0","Apache-2.0","https://github.com/mikeal/tunnel-agent"
"typescript@5.4.5","Apache-2.0","https://github.com/Microsoft/TypeScript"
"typescript@5.9.3","Apache-2.0","https://github.com/microsoft/TypeScript"
"undici-types@6.21.0","MIT","https://github.com/nodejs/undici"
"unicode-emoji-modifier-base@1.0.0","MIT","https://github.com/mathiasbynens/unicode-emoji-modifier-base"
"unified@11.0.5","MIT","https://github.com/unifiedjs/unified"
"unist-util-is@6.0.1","MIT","https://github.com/syntax-tree/unist-util-is"
"unist-util-position@5.0.0","MIT","https://github.com/syntax-tree/unist-util-position"
"unist-util-stringify-position@4.0.0","MIT","https://github.com/syntax-tree/unist-util-stringify-position"
"unist-util-visit-parents@6.0.2","MIT","https://github.com/syntax-tree/unist-util-visit-parents"
"unist-util-visit@5.0.0","MIT","https://github.com/syntax-tree/unist-util-visit"
"update-browserslist-db@1.2.3","MIT","https://github.com/browserslist/update-db"
"use-callback-ref@1.3.3","MIT","https://github.com/theKashey/use-callback-ref"
"use-sidecar@1.1.3","MIT","https://github.com/theKashey/use-sidecar"
"use-sync-external-store@1.6.0","MIT","https://github.com/facebook/react"
"util-deprecate@1.0.2","MIT","https://github.com/TooTallNate/util-deprecate"
"vaul@1.1.2","MIT","https://github.com/emilkowalski/vaul"
"vfile-message@4.0.3","MIT","https://github.com/vfile/vfile-message"
"vfile@6.0.3","MIT","https://github.com/vfile/vfile"
"victory-vendor@37.3.6","MIT AND ISC","https://github.com/FormidableLabs/victory"
"vscode-jsonrpc@8.2.0","MIT","https://github.com/Microsoft/vscode-languageserver-node"
"vscode-languageserver-protocol@3.17.5","MIT","https://github.com/Microsoft/vscode-languageserver-node"
"vscode-languageserver-textdocument@1.0.12","MIT","https://github.com/Microsoft/vscode-languageserver-node"
"vscode-languageserver-types@3.17.5","MIT","https://github.com/Microsoft/vscode-languageserver-node"
"vscode-uri@3.1.0","MIT","https://github.com/microsoft/vscode-uri"
"w3c-keyname@2.2.8","MIT","https://github.com/marijnh/w3c-keyname"
"watchpack@2.5.1","MIT","https://github.com/webpack/watchpack"
"web-streams-polyfill@3.3.3","MIT","https://github.com/MattiasBuelens/web-streams-polyfill"
"webpack-sources@3.3.4","MIT","https://github.com/webpack/webpack-sources"
"webpack@5.106.2","MIT","https://github.com/webpack/webpack"
"wrappy@1.0.2","ISC","https://github.com/npm/wrappy"
"yaml@2.8.3","ISC","https://github.com/eemeli/yaml"
"zod@4.4.3","MIT","https://github.com/colinhacks/zod"
"zustand@4.5.7","MIT","https://github.com/pmndrs/zustand"
"zustand@5.0.8","MIT","https://github.com/pmndrs/zustand"
"zwitch@2.0.4","MIT","https://github.com/wooorm/zwitch"
